fecha,mes,a√±o,patente,km inicio,km termino,km recorrido,personal_id,cargo,turno,tipo he,horas extras,monto turno,monto he,monto a pagar
29-08-23,8.0,2023.0,KCGH 28,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
04-09-23,9.0,2023.0,KCGH 28,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
07-09-23,9.0,2023.0,CCPX 23,0.0,0.0,0.0,KSJ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
11-09-23,9.0,2023.0,CCPX 23,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
08-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
10-07-23,7.0,2023.0,CCPX 23,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
11-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
12-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
12-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
13-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,KSJ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
16-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
17-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
19-07-23,7.0,2023.0,HDWX 84,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
21-07-23,7.0,2023.0,BHWD 43,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
27-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
28-07-23,7.0,2023.0,CCPX 23,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
29-07-23,7.0,2023.0,HDWX 84,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
31-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
11-09-23,9.0,2023.0,CCPX 23,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
13-09-23,9.0,2023.0,BHWD 43,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
14-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
15-09-23,9.0,2023.0,BHWD 43,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
10-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,KSJ,tens,dia,he dia,0.0,35000.0,1458.5,36458.0
20-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,KSJ,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
24-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,KSJ,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
18-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,KSJ,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
19-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,KSJ,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
01-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,KSJ,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
06-09-23,9.0,2023.0,CCPX 23,0.0,0.0,0.0,KSJ,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
08-09-23,9.0,2023.0,BHWD 43,0.0,0.0,0.0,KSJ,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
26-07-23,7.0,2023.0,CCPX 23,0.0,0.0,0.0,KSJ,tens,dia,he dia,1.0,35000.0,4375.5,39375.0
14-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,KSJ,tens,dia,he dia,2.0,35000.0,5834.0,40834.0
04-08-23,8.0,2023.0,HSBS-44,0.0,0.0,0.0,KSJ,tens,dia,he dia,2.0,35000.0,5834.0,40834.0
05-09-23,9.0,2023.0,HDWX 84,0.0,0.0,0.0,KSJ,tens,dia,he dia,2.0,35000.0,5834.0,40834.0
15-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,KSJ,tens,dia,he dia,3.0,35000.0,8751.0,43751.0
18-07-23,7.0,2023.0,HDWX 84,0.0,0.0,0.0,KSJ,tens,dia,he dia,3.0,35000.0,8751.0,43751.0
22-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,KSJ,tens,noche,he noche,0.0,40000.0,0.0,40000.0
07-09-23,9.0,2023.0,BHWD 43,0.0,0.0,0.0,LA,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
10-07-23,7.0,2023.0,BHWD 43,0.0,0.0,0.0,LS,tens,dia,he dia,0.0,35000.0,0.0,35000.0
02-08-23,8.0,2023.0,HDWX 84,0.0,0.0,0.0,Ma,tens,dia,he dia,0.0,35000.0,0.0,35000.0
03-08-23,8.0,2023.0,JSTG 66,0.0,0.0,0.0,Ma,tens,dia,he dia,0.0,35000.0,0.0,35000.0
04-08-23,8.0,2023.0,HDWX 84,0.0,0.0,0.0,Ma,tens,dia,he dia,0.0,35000.0,0.0,35000.0
07-08-23,8.0,2023.0,JSTG 66,0.0,0.0,0.0,Ma,tens,dia,he dia,0.0,35000.0,0.0,35000.0
04-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,MG,tens,dia,he dia,0.0,35000.0,0.0,35000.0
03-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,MG,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
20-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,MG,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
11-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,MH,tens,dia,he dia,0.0,35000.0,0.0,35000.0
04-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,MH,tens,dia,he dia,0.0,35000.0,0.0,35000.0
09-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,MH,tens,dia,he dia,0.0,35000.0,0.0,35000.0
24-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,MSR,tens,dia,he dia,-3.0,35000.0,-8751.0,26249.0
11-09-23,9.0,2023.0,BHWD 43,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
05-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
01-08-23,8.0,2023.0,HSBS-44,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
03-08-23,8.0,2023.0,KCGH 28,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
04-08-23,8.0,2023.0,KCGH 28,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
05-08-23,8.0,2023.0,KCGH 28,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
07-08-23,8.0,2023.0,HSBS-44,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
08-08-23,8.0,2023.0,HDWX 84,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
09-08-23,8.0,2023.0,HSBS-44,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
11-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
15-08-23,8.0,2023.0,HDWX 84,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
16-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
18-08-23,8.0,2023.0,HDWX 84,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
21-08-23,8.0,2023.0,HDWX 84,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
22-08-23,8.0,2023.0,KCGH 28,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
23-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
26-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
28-08-23,8.0,2023.0,BHWD 43,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
30-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
01-09-23,9.0,2023.0,CCPX 23,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
04-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
06-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
07-09-23,9.0,2023.0,BHWD 43,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
21-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
24-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
27-07-23,7.0,2023.0,JSTG 66,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
28-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
31-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
12-09-23,9.0,2023.0,BHWD 43,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
13-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
15-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
26-07-23,7.0,2023.0,JSTG 66,0.0,0.0,0.0,NGD,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
02-08-23,8.0,2023.0,KCGH 28,0.0,0.0,0.0,NGD,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
17-08-23,8.0,2023.0,BHWD 43,0.0,0.0,0.0,NGD,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
25-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,NGD,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
29-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,NGD,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
31-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,NGD,tens,dia,he dia,2.0,35000.0,5834.0,40834.0
22-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,NGD,tens,dia,he dia,0.0,35000.0,0.0,35000.0
24-08-23,8.0,2023.0,BHWD 43,0.0,0.0,0.0,NIO,tens,dia,he dia,-2.0,35000.0,-5834.0,29166.0
11-09-23,9.0,2023.0,KCGH 28,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
01-08-23,8.0,2023.0,HDWX 84,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
02-08-23,8.0,2023.0,HSBS-44,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
04-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
05-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
09-08-23,8.0,2023.0,BHWD 43,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
12-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
14-08-23,8.0,2023.0,JSTG 66,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
21-08-23,8.0,2023.0,KCGH 28,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
22-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
28-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
04-09-23,9.0,2023.0,CCPX 23,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
06-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
07-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
08-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
09-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
10-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
11-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
12-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
17-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
24-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
26-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
27-07-23,7.0,2023.0,HDWX 84,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
29-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
31-07-23,7.0,2023.0,CCPX 23,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
12-09-23,9.0,2023.0,KCGH 28,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
14-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
15-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
21-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,1458.5,36458.0
04-08-23,8.0,2023.0,BHWD 43,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,1458.5,36458.0
13-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,NIO,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
19-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,NIO,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
07-08-23,8.0,2023.0,FWJD 85,0.0,0.0,0.0,NIO,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
17-08-23,8.0,2023.0,KCGH 28,0.0,0.0,0.0,NIO,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
02-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
22-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
23-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,noche,he noche,0.0,40000.0,0.0,40000.0
23-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,NIO,tens,dia,he dia,0.0,35000.0,0.0,35000.0
11-09-23,9.0,2023.0,JSTG 66,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
01-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
01-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
02-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
03-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
08-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
09-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
14-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
16-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
21-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
22-08-23,8.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
24-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
28-08-23,8.0,2023.0,JSTG 66,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
30-08-23,8.0,2023.0,KCGH 28,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
31-08-23,8.0,2023.0,KCGH 28,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
04-09-23,9.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
01-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
03-07-23,7.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
07-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
10-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
11-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
12-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
14-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
15-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
17-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
17-07-23,7.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
18-07-23,7.0,2023.0,KCGH 28,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
19-07-23,7.0,2023.0,CCPX 23,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
27-07-23,7.0,2023.0,CCPX 23,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
29-07-23,7.0,2023.0,CCPX 23,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
31-07-23,7.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
31-07-23,7.0,2023.0,CCPX 23,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
15-09-23,9.0,2023.0,JSTG 66,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
05-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,1458.5,36458.0
06-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,1458.5,36458.0
04-07-23,7.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
20-07-23,7.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
25-07-23,7.0,2023.0,CCPX 23,0.0,0.0,0.0,PGR,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
13-09-23,9.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
14-09-23,9.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
11-08-23,8.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
17-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,PGR,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
18-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,PGR,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
23-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,PGR,tens,dia,he dia,1.0,35000.0,2917.0,37917.0
07-09-23,9.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,1.0,35000.0,4375.5,39375.0
28-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,PGR,tens,dia,he dia,2.0,35000.0,5834.0,40834.0
06-09-23,9.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,2.0,35000.0,5834.0,40834.0
08-09-23,9.0,2023.0,HDWX 84,0.0,0.0,0.0,PGR,tens,dia,he dia,2.0,35000.0,7292.5,42292.0
24-07-23,7.0,2023.0,CCPX 23,0.0,0.0,0.0,PGR,tens,dia,he dia,0.0,35000.0,0.0,35000.0
01-08-23,8.0,2023.0,HSBS-44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
02-08-23,8.0,2023.0,HSBS-44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
07-08-23,8.0,2023.0,HSBS-44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
09-08-23,8.0,2023.0,HSBS-44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
11-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
12-08-23,8.0,2023.0,KCGH 28,0.0,0.0,0.0,PRE,tens,dia,he dia,0.0,35000.0,0.0,35000.0
28-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
30-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
04-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
05-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
06-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
09-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
16-07-23,7.0,2023.0,HDXD 57,0.0,0.0,0.0,PRE,tens,dia,he dia,0.0,35000.0,0.0,35000.0
17-07-23,7.0,2023.0,HSBS 44,275343.0,275343.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
10-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
20-07-23,7.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
29-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
01-09-23,9.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
02-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,PRE,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
04-08-23,8.0,2023.0,HSBS-44,0.0,0.0,0.0,PRE,conductor,dia,he dia,2.0,35000.0,5834.0,40834.0
31-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,PRE,conductor,dia,he dia,2.0,35000.0,5834.0,40834.0
10-07-23,7.0,2023.0,HDXD 57,237454.0,237454.0,0.0,PV,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
