fecha,mes,a√±o,patente,km inicio,km termino,km recorrido,personal_id,cargo,turno,tipo he,horas extras,monto turno,monto he,monto a pagar
24-07-23,7.0,2023.0,JSTG 66,0.0,0.0,0.0,VL,tens,dia,he dia,0.0,35000.0,0.0,35000.0
01-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
02-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
03-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
04-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
05-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
07-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
08-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
09-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
11-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
12-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
14-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
15-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
16-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
22-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
24-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
28-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
01-09-23,9.0,2023.0,CCPX 23,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
04-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
06-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
07-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
08-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
09-09-23,9.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
17-07-23,7.0,2023.0,JSTG 66,0.0,0.0,0.0,VMQ,tens,dia,he dia,0.0,35000.0,0.0,35000.0
12-09-23,9.0,2023.0,BHWD 43,178635.0,178635.0,0.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
10-08-23,8.0,2023.0,HDXD 57,0.0,0.0,0.0,VMQ,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
17-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,VMQ,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
18-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,VMQ,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
19-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,VMQ,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
23-08-23,8.0,2023.0,HSBS 44,0.0,0.0,0.0,VMQ,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
25-08-23,8.0,2023.0,CCPX 23,0.0,0.0,0.0,VMQ,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
02-09-23,9.0,2023.0,HDWX 84,0.0,0.0,0.0,VMQ,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
27-07-23,7.0,2023.0,BHWD 43,175269.0,175274.0,5.0,FS,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
22-07-23,7.0,2023.0,HDXD 57,239325.0,239332.0,7.0,VMQ,conductor,noche,he noche,0.0,40000.0,0.0,40000.0
28-07-23,7.0,2023.0,HSBS 44,276486.0,276504.0,18.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
22-07-23,7.0,2023.0,KCGH 28,87758.0,87787.0,29.0,FPG,conductor,noche,he noche,0.0,40000.0,0.0,40000.0
23-07-23,7.0,2023.0,HDXD 57,239650.0,239679.0,29.0,PV,conductor,noche,he noche,0.0,40000.0,0.0,40000.0
12-09-23,9.0,2023.0,HDWX 84,256308.0,256339.0,31.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
29-07-23,7.0,2023.0,KCGH 28,88416.0,88454.0,38.0,ADQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
16-07-23,7.0,2023.0,HDXD 57,238453.0,238493.0,40.0,PV,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
10-07-23,7.0,2023.0,BHWD 43,174236.0,174281.0,45.0,LA,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
01-07-23,7.0,2023.0,KCGH 28,84948.0,85000.0,52.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
16-07-23,7.0,2023.0,KCGH 28,86874.0,86933.0,59.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
11-09-23,9.0,2023.0,JSTG 66,157417.0,157480.0,63.0,GRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
15-09-23,9.0,2023.0,HSBS 44,279723.0,279788.0,65.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
04-08-23,8.0,2023.0,HDXD 57,240874.0,240939.0,65.0,VMQ,conductor,noche,he noche,0.0,40000.0,0.0,40000.0
12-07-23,7.0,2023.0,HDXD 57,237775.0,237841.0,66.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
12-09-23,9.0,2023.0,CCPX 23,108817.0,108884.0,67.0,CGR,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
13-09-23,9.0,2023.0,HSBS 44,279501.0,279571.0,70.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
29-07-23,7.0,2023.0,HDWX 84,251795.0,251867.0,72.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
14-07-23,7.0,2023.0,HSBS 44,275107.0,275180.0,73.0,PRE,conductor,dia,he dia,2.0,35000.0,5834.0,40834.0
31-07-23,7.0,2023.0,CCPX 23,105185.0,105259.0,74.0,EIR,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
14-07-23,7.0,2023.0,HDWX 84,86818.0,86892.0,74.0,FPG,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
17-07-23,7.0,2023.0,KCGH 28,86937.0,87012.0,75.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
12-07-23,7.0,2023.0,HDXD 57,237698.0,237778.0,80.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
15-09-23,9.0,2023.0,JSTG 66,157937.0,158017.0,80.0,GRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
03-07-23,7.0,2023.0,HSBS 44,273651.0,273731.0,80.0,PRE,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
15-07-23,7.0,2023.0,HDXD 57,238368.0,238449.0,81.0,FPG,conductor,dia,he dia,3.0,35000.0,8751.0,43751.0
14-09-23,9.0,2023.0,JSTG 66,157826.0,157908.0,82.0,GRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
13-09-23,9.0,2023.0,JSTG 66,157704.0,157790.0,86.0,GRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
04-07-23,7.0,2023.0,HSBS 44,273737.0,273824.0,87.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
17-07-23,7.0,2023.0,KCGH 28,87018.0,87106.0,88.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
21-07-23,7.0,2023.0,HDXD 57,239234.0,239325.0,91.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
19-07-23,7.0,2023.0,HSBS 44,275569.0,275660.0,91.0,PRE,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
24-07-23,7.0,2023.0,KCGH 28,87787.0,87879.0,92.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
03-07-23,7.0,2023.0,JSTG 66,151734.0,151830.0,96.0,GRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
28-07-23,7.0,2023.0,CCPX 23,104789.0,104885.0,96.0,VMQ,conductor,noche,he noche,0.0,40000.0,0.0,40000.0
20-07-23,7.0,2023.0,KCGH 28,87425.0,87522.0,97.0,ADQ,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
04-07-23,7.0,2023.0,JSTG 66,151856.0,151955.0,99.0,GRE,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
27-07-23,7.0,2023.0,HSBS 44,276357.0,276459.0,102.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
14-09-23,9.0,2023.0,HSBS 44,279595.0,279698.0,103.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
24-07-23,7.0,2023.0,HDXD 57,239679.0,239783.0,104.0,PV,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
07-07-23,7.0,2023.0,JSTG 66,152210.0,152315.0,105.0,GRE,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
27-07-23,7.0,2023.0,HDXD 57,239828.0,239934.0,106.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
05-07-23,7.0,2023.0,JSTG 66,151979.0,152085.0,106.0,GRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
23-07-23,7.0,2023.0,HDXD 57,239544.0,239650.0,106.0,PV,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
14-09-23,9.0,2023.0,HDWX 84,256524.0,256631.0,107.0,FPG,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
19-07-23,7.0,2023.0,HDWX 84,250888.0,250995.0,107.0,MG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
03-07-23,7.0,2023.0,KCGH 28,85139.0,85247.0,108.0,FPG,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
04-07-23,7.0,2023.0,KCGH 28,85271.0,85380.0,109.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
05-07-23,7.0,2023.0,HSBS 44,273845.0,273955.0,110.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
15-07-23,7.0,2023.0,HSBS 44,275185.0,275296.0,111.0,PRE,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
28-07-23,7.0,2023.0,KCGH 28,88304.0,88417.0,113.0,FPG,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
31-07-23,7.0,2023.0,HSBS 44,276546.0,276659.0,113.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
12-07-23,7.0,2023.0,KCGH 28,86511.0,86625.0,114.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
26-07-23,7.0,2023.0,JSTG 66,154334.0,154448.0,114.0,GRE,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
19-07-23,7.0,2023.0,BHWD 43,174700.0,174815.0,115.0,ADQ,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
05-07-23,7.0,2023.0,HDWX 84,249401.0,249518.0,117.0,PV,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
21-07-23,7.0,2023.0,BHWD 43,174880.0,174999.0,119.0,PV,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
11-07-23,7.0,2023.0,HDXD 57,237578.0,237698.0,120.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
31-07-23,7.0,2023.0,HDWX 84,251870.0,251990.0,120.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
31-07-23,7.0,2023.0,KCGH 28,88454.0,88574.0,120.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
21-07-23,7.0,2023.0,JSTG 66,153757.0,153879.0,122.0,GRE,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
26-07-23,7.0,2023.0,BHWD 43,175145.0,175268.0,123.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
12-07-23,7.0,2023.0,HSBS 44,274794.0,274919.0,125.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
19-07-23,7.0,2023.0,KCGH 28,87299.0,87425.0,126.0,FPG,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
19-07-23,7.0,2023.0,HDXD 57,238824.0,238953.0,129.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
13-07-23,7.0,2023.0,CCPX 23,103101.0,103231.0,130.0,ADQ,conductor,dia,he dia,2.0,35000.0,5834.0,40834.0
08-07-23,7.0,2023.0,HDXD 57,237323.0,237454.0,131.0,PV,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
17-07-23,7.0,2023.0,HDXD 57,238493.0,238625.0,132.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
10-07-23,7.0,2023.0,JSTG 66,152473.0,152605.0,132.0,GRE,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
08-07-23,7.0,2023.0,JSTG 66,152339.0,152473.0,134.0,GRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
15-07-23,7.0,2023.0,HDXD 57,238233.0,238368.0,135.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
17-07-23,7.0,2023.0,CCPX 23,103293.0,103433.0,140.0,ADQ,conductor,dia,he dia,2.0,35000.0,5834.0,40834.0
18-07-23,7.0,2023.0,HDWX 84,250430.0,250570.0,140.0,ADQ,conductor,dia,he dia,3.0,35000.0,8751.0,43751.0
26-07-23,7.0,2023.0,HDWX 84,251358.0,251500.0,142.0,ADQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
29-07-23,7.0,2023.0,CCPX 23,104885.0,105027.0,142.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
02-08-23,8.0,2023.0,HDXD 57,240433.0,240576.0,143.0,CGR,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
14-09-23,9.0,2023.0,HDXD 57,245084.0,245227.0,143.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
11-09-23,9.0,2023.0,KCGH 28,92373.0,92517.0,144.0,ADQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
24-07-23,7.0,2023.0,JSTG 66,153936.0,154080.0,144.0,GRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
19-07-23,7.0,2023.0,CCPX 23,103450.0,103594.0,144.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
26-07-23,7.0,2023.0,CCPX 23,104309.0,104453.0,144.0,VMQ,conductor,dia,he dia,1.0,35000.0,4375.5,39375.0
12-07-23,7.0,2023.0,HDWX 84,249883.0,250028.0,145.0,ADQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
13-07-23,7.0,2023.0,JSTG 66,152946.0,153091.0,145.0,GRE,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
10-07-23,7.0,2023.0,HSBS 44,274480.0,274625.0,145.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
13-07-23,7.0,2023.0,HSBS 44,274945.0,275090.0,145.0,PRE,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
11-07-23,7.0,2023.0,HSBS 44,274625.0,274771.0,146.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
26-07-23,7.0,2023.0,HSBS 44,276189.0,276335.0,146.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
22-07-23,7.0,2023.0,KCGH 28,87605.0,87752.0,147.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
10-07-23,7.0,2023.0,CCPX 23,102837.0,102986.0,149.0,ER,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
11-09-23,9.0,2023.0,CCPX 23,108667.0,108817.0,150.0,CGR,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
15-09-23,9.0,2023.0,HDXD 57,245200.0,245350.0,150.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
24-07-23,7.0,2023.0,BHWD 43,174994.0,175145.0,151.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
15-09-23,9.0,2023.0,HDWX 84,256631.0,256784.0,153.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
10-07-23,7.0,2023.0,HDWX 84,249555.0,249710.0,155.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
11-07-23,7.0,2023.0,HDWX 84,249727.0,249883.0,156.0,ADQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
31-07-23,7.0,2023.0,CCPX 23,105028.0,105184.0,156.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
08-07-23,7.0,2023.0,KCGH 28,86026.0,86186.0,160.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
18-07-23,7.0,2023.0,JSTG 66,153495.0,153656.0,161.0,GRE,conductor,dia,he dia,3.0,35000.0,8751.0,43751.0
05-07-23,7.0,2023.0,HDXD 57,236658.0,236820.0,162.0,EC,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
27-07-23,7.0,2023.0,CCPX 23,104453.0,104617.0,164.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
13-09-23,9.0,2023.0,BHWD 43,178840.0,179004.0,164.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
08-07-23,7.0,2023.0,HSBS 44,274314.0,274480.0,166.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
07-07-23,7.0,2023.0,KCGH 28,85857.0,86025.0,168.0,FPG,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
24-07-23,7.0,2023.0,HSBS 44,275963.0,276131.0,168.0,PRE,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
28-07-23,7.0,2023.0,CCPX 23,104617.0,104789.0,172.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
25-07-23,7.0,2023.0,CCPX 23,104135.0,104309.0,174.0,EC,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
21-07-23,7.0,2023.0,KCGH 28,87430.0,87604.0,174.0,FPG,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
24-07-23,7.0,2023.0,CCPX 23,103979.0,104155.0,176.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
12-09-23,9.0,2023.0,KCGH 28,92530.0,92707.0,177.0,ADQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
11-09-23,9.0,2023.0,HSBS 44,279254.0,279431.0,177.0,PRE,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
04-07-23,7.0,2023.0,HDXD 57,236478.0,236658.0,180.0,MG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
03-07-23,7.0,2023.0,HDWX 84,249011.0,249191.0,180.0,PV,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
17-07-23,7.0,2023.0,HDWX 84,250247.0,250428.0,181.0,CI,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
14-07-23,7.0,2023.0,HDXD 57,238050.0,238231.0,181.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
13-09-23,9.0,2023.0,HDWX 84,256339.0,256520.0,181.0,FPG,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
01-07-23,7.0,2023.0,HDXD 57,236053.0,236234.0,181.0,MG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
20-07-23,7.0,2023.0,CCPX 23,103594.0,103775.0,181.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
15-09-23,9.0,2023.0,BHWD 43,179072.0,179258.0,186.0,ADQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
11-09-23,9.0,2023.0,HDWX 84,256096.0,256285.0,189.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
11-07-23,7.0,2023.0,KCGH 28,86303.0,86493.0,190.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
13-07-23,7.0,2023.0,KCGH 28,86626.0,86818.0,192.0,FPG,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
28-07-23,7.0,2023.0,HDXD 57,239934.0,240128.0,194.0,EC,conductor,dia,he dia,2.0,35000.0,5834.0,40834.0
21-07-23,7.0,2023.0,CCPX 23,103775.0,103970.0,195.0,VMQ,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
18-07-23,7.0,2023.0,HDXD 57,238626.0,238823.0,197.0,EC,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
06-07-23,7.0,2023.0,HSBS 44,273954.0,274152.0,198.0,EC,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
31-05-88,5.0,1988.0,lpdb80,2.0,4.0,2.0,JCL,tens,dia,dia,9.0,35000.0,26253.0,61253.0
06-11-2023,11.0,2023.0,lpdf34,1.0,2.0,1.0,PDL,tens,dia,dia,1.0,35000.0,2917.0,37917.0
22-07-23,7.0,2023.0,HDXD 57,239334.0,239544.0,210.0,VMQ,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
04-07-23,7.0,2023.0,HDWX 84,249191.0,249404.0,213.0,PV,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
07-07-23,7.0,2023.0,HDXD 57,237094.0,237312.0,218.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
05-07-23,7.0,2023.0,KCGH 28,85382.0,85600.0,218.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
03-07-23,7.0,2023.0,HDXD 57,236258.0,236477.0,219.0,MG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
06-07-23,7.0,2023.0,KCGH 28,85601.0,85857.0,256.0,FPG,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
06-07-23,7.0,2023.0,HDXD 57,236821.0,237094.0,273.0,PV,conductor,dia,he dia,0.0,35000.0,1458.5,36458.0
20-07-23,7.0,2023.0,HDXD 57,238953.0,239234.0,281.0,EC,conductor,dia,he dia,1.0,35000.0,2917.0,37917.0
27-07-23,7.0,2023.0,KCGH 28,82220.0,88303.0,6083.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
13-07-23,7.0,2023.0,HDXD 57,23.0,238050.0,238027.0,EC,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
26-07-23,7.0,2023.0,KCGH 28,88082.0,882201.0,794119.0,FPG,conductor,dia,he dia,0.0,35000.0,0.0,35000.0
31-11-23,2.0,1988.0,lndo34,1.0,2.0,1.0,PDL,tens,dia,dia,1.0,35000.0,2917.0,37917.0
08-11-23,11,2023.0,CCPX23,1.0,9.0,8.0,ACO,tens,dia,dia,1000.0,35000.0,2917000.0,2952000.0
